G (mkS),B (mkS),class1,class2,class3,class5,class9
16769.9,-137.6,0,1,0,0,0
16974.5,-326.6,0,1,0,0,0
16804.3,-215.7,0,1,0,0,0
17214.7,-214.5,0,1,0,0,0
17025.5,-161.4,0,1,0,0,0
17092.0,-167.8,0,1,0,0,0
17008.2,-263.0,0,1,0,0,0
17649.1,-234.6,0,1,0,0,0
16874.5,-177.6,0,1,0,0,0
22304.1,824.8000000000001,0,1,1,0,0
22166.6,-1163.5,0,1,1,0,0
22467.0,32.19999999999999,0,1,1,0,0
22048.0,1651.1,0,1,1,0,0
22289.9,294.6,0,1,1,0,0
21876.1,2407.2,0,1,1,0,0
22241.800000000003,1691.6,0,1,1,0,0
22115.800000000003,-485.20000000000005,0,1,1,0,0
22081.5,1202.6999999999998,0,1,1,0,0
22302.1,1194.9,0,1,1,0,0
21719.4,1065.7,0,1,1,0,0
22233.199999999997,-904.2,0,1,1,0,0
22077.300000000003,264.2,0,1,1,0,0
21890.4,988.9000000000001,0,1,1,0,0
22051.899999999998,969.5,0,1,1,0,0
21762.4,603.5999999999999,0,1,1,0,0
21997.2,-156.39999999999998,0,1,1,0,0
21793.9,-530.4,0,1,1,0,0
22128.399999999998,1088.0,0,1,1,0,0
22021.300000000003,803.5999999999999,0,1,1,0,0
22258.0,68.39999999999998,0,1,1,0,0
22179.6,2848.3,0,1,1,0,0
22074.9,-861.3,0,1,1,0,0
22012.2,728.4000000000001,0,1,1,0,0
21969.7,1269.6,0,1,1,0,0
21623.399999999998,966.2,0,1,1,0,0
22295.1,3067.2,0,1,1,0,0
22551.8,-122.9,0,1,1,0,0
21786.800000000003,1268.4,0,1,1,0,0
21607.199999999997,1689.7,0,1,1,0,0
21985.5,2954.6000000000004,0,1,1,0,0
21665.6,1017.9,0,1,1,0,0
22076.5,2554.3999999999996,0,1,1,0,0
22064.399999999998,909.5,0,1,1,0,0
21648.9,195.10000000000002,0,1,1,0,0
21856.0,1458.2,0,1,1,0,0
21995.100000000002,1058.3999999999999,0,1,1,0,0
21928.1,1019.9,0,1,1,0,0
21877.1,2673.4,0,1,1,0,0
22638.600000000002,1856.0,0,1,1,0,0
22019.5,134.89999999999998,0,1,1,0,0
22113.4,-811.4,0,1,1,0,0
22367.5,-313.7,0,1,1,0,0
22397.6,73.09999999999997,0,1,1,0,0
21989.0,-31.19999999999999,0,1,1,0,0
21685.3,892.8,0,1,1,0,0
22137.8,774.1,0,1,1,0,0
21928.3,174.10000000000002,0,1,1,0,0
22082.0,-568.7,0,1,1,0,0
22191.0,3517.3999999999996,0,1,1,0,0
22159.5,3078.6000000000004,0,1,1,0,0
22063.0,2253.6000000000004,0,1,1,0,0
21964.2,1261.4,0,1,1,0,0
22146.300000000003,1423.2,0,1,1,0,0
22374.800000000003,436.6,0,1,1,0,0
21741.8,-960.6,0,1,1,0,0
21558.6,267.2,0,1,1,0,0
22132.199999999997,910.4000000000001,0,1,1,0,0
22090.6,70.89999999999998,0,1,1,0,0
21941.9,638.2,0,1,1,0,0
21871.199999999997,697.1,0,1,1,0,0
21951.100000000002,1390.6,0,1,1,0,0
21935.4,-985.6,0,1,1,0,0
21913.399999999998,1555.7,0,1,1,0,0
21840.699999999997,2049.4,0,1,1,0,0
22213.0,217.70000000000002,0,1,1,0,0
21916.7,1857.1,0,1,1,0,0
21941.600000000002,244.70000000000002,0,1,1,0,0
22068.4,1588.1,0,1,1,0,0
21866.5,1176.8,0,1,1,0,0
22005.8,-385.9,0,1,1,0,0
22125.9,1345.1,0,1,1,0,0
21847.5,-128.8,0,1,1,0,0
22075.4,1598.6999999999998,0,1,1,0,0
21659.5,1464.4,0,1,1,0,0
22096.0,1720.1000000000001,0,1,1,0,0
22470.9,2189.3,0,1,1,0,0
22084.1,1787.1000000000001,0,1,1,0,0
22289.4,1395.6000000000001,0,1,1,0,0
21647.5,2749.2999999999997,0,1,1,0,0
21899.5,2200.2000000000003,0,1,1,0,0
21810.199999999997,129.79999999999998,0,1,1,0,0
22299.6,3162.2,0,1,1,0,0
21901.8,-1207.1,0,1,1,0,0
21831.2,1334.5,0,1,1,0,0
22106.899999999998,906.9,0,1,1,0,0
21853.199999999997,1702.9,0,1,1,0,0
21926.300000000003,-2.5,0,1,1,0,0
21781.800000000003,1185.3,0,1,1,0,0
21694.5,573.5,0,1,1,0,0
22100.1,1488.9,0,1,1,0,0
21639.3,-377.29999999999995,0,1,1,0,0
22089.5,118.0,0,1,1,0,0
21750.1,-120.7,0,1,1,0,0
21702.2,76.19999999999999,0,1,1,0,0
22082.6,-935.3,0,1,1,0,0
22116.7,643.3,0,1,1,0,0
22255.8,1006.6999999999999,0,1,1,0,0
22017.0,1408.1000000000001,0,1,1,0,0
22126.7,358.9,0,1,1,0,0
21502.9,-1698.3,0,1,1,0,0
22306.1,-934.9,0,1,1,0,0
22083.600000000002,652.5,0,1,1,0,0
21868.300000000003,-271.9,0,1,1,0,0
21954.4,-856.8,0,1,1,0,0
22067.199999999997,-930.8000000000001,0,1,1,0,0
37979.0,1539.5,1,1,1,0,0
38191.5,748.9000000000001,1,1,1,0,0
37740.6,29.399999999999977,1,1,1,0,0
38243.100000000006,-321.09999999999997,1,1,1,0,0
38156.2,-868.1,1,1,1,0,0
38777.4,2216.3,1,1,1,0,0
37991.09999999999,569.6999999999999,1,1,1,0,0
37924.2,1561.6999999999998,1,1,1,0,0
38485.3,66.70000000000005,1,1,1,0,0
37529.8,1535.6,1,1,1,0,0
38048.5,-450.3,1,1,1,0,0
37822.200000000004,689.3,1,1,1,0,0
38007.700000000004,1661.7,1,1,1,0,0
38486.9,-91.89999999999986,1,1,1,0,0
38304.299999999996,1465.2,1,1,1,0,0
37895.0,2210.1000000000004,1,1,1,0,0
38066.5,607.0999999999999,1,1,1,0,0
38156.6,1960.4,1,1,1,0,0
37436.8,801.4000000000001,1,1,1,0,0
38062.6,-78.29999999999995,1,1,1,0,0
38040.600000000006,839.7,1,1,1,0,0
38207.4,1314.5,1,1,1,0,0
38930.600000000006,2706.7,1,1,1,0,0
37957.5,-1052.7,1,1,1,0,0
37989.2,-444.3,1,1,1,0,0
37574.399999999994,2053.9,1,1,1,0,0
38036.700000000004,1519.0,1,1,1,0,0
38242.1,-86.60000000000002,1,1,1,0,0
37856.5,1262.0,1,1,1,0,0
38085.6,738.9,1,1,1,0,0
37960.899999999994,6.099999999999966,1,1,1,0,0
37638.6,1643.2,1,1,1,0,0
38261.600000000006,201.10000000000002,1,1,1,0,0
38156.4,31.100000000000023,1,1,1,0,0
38307.7,669.2,1,1,1,0,0
37875.2,472.9,1,1,1,0,0
38134.600000000006,162.40000000000003,1,1,1,0,0
37665.8,-392.3,1,1,1,0,0
37772.6,401.29999999999995,1,1,1,0,0
38193.8,-675.9,1,1,1,0,0
37960.4,-234.7,1,1,1,0,0
37356.9,-1053.6,1,1,1,0,0
38133.6,736.5000000000001,1,1,1,0,0
38348.0,-356.3,1,1,1,0,0
37861.100000000006,632.8,1,1,1,0,0
38286.3,169.60000000000002,1,1,1,0,0
38029.1,128.29999999999995,1,1,1,0,0
38338.5,-203.10000000000002,1,1,1,0,0
38285.7,944.0999999999999,1,1,1,0,0
38030.700000000004,1390.8,1,1,1,0,0
38381.399999999994,133.89999999999998,1,1,1,0,0
37820.1,1421.1,1,1,1,0,0
38255.1,972.0,1,1,1,0,0
37768.4,1344.3000000000002,1,1,1,0,0
37942.7,-398.0,1,1,1,0,0
38291.9,23.899999999999977,1,1,1,0,0
38258.700000000004,978.5999999999999,1,1,1,0,0
38323.7,795.3000000000001,1,1,1,0,0
38264.3,1193.1,1,1,1,0,0
38158.40000000001,2070.7999999999997,1,1,1,0,0
37711.2,27.199999999999932,1,1,1,0,0
37715.0,1084.5,1,1,1,0,0
37971.1,1862.4,1,1,1,0,0
37848.799999999996,748.5,1,1,1,0,0
37861.5,914.5999999999999,1,1,1,0,0
38014.200000000004,1088.7,1,1,1,0,0
37888.299999999996,-901.2,1,1,1,0,0
37720.6,-778.3,1,1,1,0,0
38219.0,-103.80000000000007,1,1,1,0,0
38080.700000000004,425.50000000000006,1,1,1,0,0
37901.8,744.5999999999999,1,1,1,0,0
37860.799999999996,-464.09999999999997,1,1,1,0,0
38240.700000000004,-94.0,1,1,1,0,0
38093.7,-858.9,1,1,1,0,0
37922.5,-497.20000000000005,1,1,1,0,0
38489.8,-934.4000000000001,1,1,1,0,0
37623.9,3106.3999999999996,1,1,1,0,0
37804.09999999999,1542.9,1,1,1,0,0
37751.9,1101.8,1,1,1,0,0
38128.200000000004,-952.1,1,1,1,0,0
38183.9,1029.5,1,1,1,0,0
21969.800000000003,189.89999999999998,0,1,1,0,0
21555.1,1473.6,0,1,1,0,0
22193.800000000003,143.4,0,1,1,0,0
22304.0,-825.9000000000001,0,1,1,0,0
22018.5,965.6999999999999,0,1,1,0,0
21577.4,404.0,0,1,1,0,0
22265.7,1299.1000000000001,0,1,1,0,0
21783.9,171.89999999999998,0,1,1,0,0
21673.9,1140.6,0,1,1,0,0
21667.5,1209.3,0,1,1,0,0
22058.300000000003,3282.2,0,1,1,0,0
21887.199999999997,383.79999999999995,0,1,1,0,0
21997.0,1298.0,0,1,1,0,0
21937.0,9.400000000000006,0,1,1,0,0
21932.199999999997,1981.2,0,1,1,0,0
22193.0,957.3000000000001,0,1,1,0,0
22290.0,-37.69999999999999,0,1,1,0,0
22257.8,983.3,0,1,1,0,0
21540.600000000002,-255.3,0,1,1,0,0
22377.5,1121.4,0,1,1,0,0
21715.8,889.8000000000001,0,1,1,0,0
22063.0,814.4,0,1,1,0,0
22093.5,465.5,0,1,1,0,0
22182.1,1341.1,0,1,1,0,0
21793.699999999997,995.3000000000001,0,1,1,0,0
21817.899999999998,-985.0,0,1,1,0,0
21603.3,265.6,0,1,1,0,0
22204.2,-243.10000000000002,0,1,1,0,0
22061.9,391.2,0,1,1,0,0
21911.0,1045.3,0,1,1,0,0
21749.3,1081.4,0,1,1,0,0
21969.0,1587.2,0,1,1,0,0
22121.300000000003,1641.6,0,1,1,0,0
21717.9,1351.8,0,1,1,0,0
21707.2,3344.4,0,1,1,0,0
22000.8,1198.6,0,1,1,0,0
21822.6,-628.2,0,1,1,0,0
22044.3,1117.8,0,1,1,0,0
21990.6,2046.8,0,1,1,0,0
62442.6,2366.7,0,1,1,1,0
62189.9,-1560.6000000000001,0,1,1,1,0
61974.3,358.0,0,1,1,1,0
62538.100000000006,2586.2999999999997,0,1,1,1,0
62128.399999999994,782.1999999999999,0,1,1,1,0
62189.899999999994,1070.3,0,1,1,1,0
62034.0,-825.6999999999999,0,1,1,1,0
61648.5,170.9,0,1,1,1,0
61393.600000000006,384.4,0,1,1,1,0
62195.5,434.00000000000006,0,1,1,1,0
62358.9,-90.6,0,1,1,1,0
61464.1,1157.9,0,1,1,1,0
62196.0,2272.3,0,1,1,1,0
62229.6,1200.5,0,1,1,1,0
61949.4,1697.0,0,1,1,1,0
62235.399999999994,1047.8000000000002,0,1,1,1,0
61824.6,-559.0999999999999,0,1,1,1,0
61930.0,1874.6,0,1,1,1,0
61867.0,2335.0,0,1,1,1,0
61751.0,-1214.7,0,1,1,1,0
62856.5,-60.599999999999994,0,1,1,1,1
62857.3,3232.6000000000004,0,1,1,1,1
62619.8,315.79999999999995,0,1,1,1,1
63412.4,1664.0,0,1,1,1,1
62697.4,-83.70000000000005,0,1,1,1,1
62790.9,1713.6999999999998,0,1,1,1,1
62038.59999999999,1886.1,0,1,1,1,1
62458.200000000004,1145.0,0,1,1,1,1
62876.7,439.99999999999994,0,1,1,1,1
63130.49999999999,40.0,0,1,1,1,1
62628.7,974.3,0,1,1,1,1
62667.5,1303.9,0,1,1,1,1
62551.5,2305.6,0,1,1,1,1
63314.1,1573.5,0,1,1,1,1
62255.8,1612.2,0,1,1,1,1
62991.8,687.8000000000001,0,1,1,1,1
62713.1,2259.1,0,1,1,1,1
62596.3,1769.3000000000002,0,1,1,1,1
62715.1,1084.1999999999998,0,1,1,1,1
63170.200000000004,1828.3999999999999,0,1,1,1,1
62247.9,429.99999999999994,0,1,1,1,1
63115.3,1446.9,0,1,1,1,1
62833.4,1704.0,0,1,1,1,1
62510.49999999999,966.6999999999999,0,1,1,1,1
62925.1,1564.1,0,1,1,1,1
63508.5,933.4,0,1,1,1,1
63194.299999999996,-1986.4999999999998,0,1,1,1,1
63063.899999999994,981.4000000000001,0,1,1,1,1
63082.9,-186.70000000000002,0,1,1,1,1
62615.3,458.4,0,1,1,1,1
62294.100000000006,-951.9000000000001,0,1,1,1,1
62785.7,1322.7,0,1,1,1,1
62717.49999999999,764.1,0,1,1,1,1
62563.8,74.19999999999999,0,1,1,1,1
62286.7,-531.1999999999999,0,1,1,1,1
63019.0,571.9,0,1,1,1,1
63313.899999999994,363.29999999999995,0,1,1,1,1
62395.1,2116.2000000000003,0,1,1,1,1
63451.1,587.8,0,1,1,1,1
62279.7,2770.2000000000003,0,1,1,1,1
63224.899999999994,200.90000000000003,0,1,1,1,1
63020.9,462.80000000000007,0,1,1,1,1
62836.600000000006,2186.2999999999997,0,1,1,1,1
62627.9,1390.6999999999998,0,1,1,1,1
62223.5,3121.6,0,1,1,1,1
62668.49999999999,1262.3000000000002,0,1,1,1,1
63491.899999999994,1120.6,0,1,1,1,1
63090.2,740.8,0,1,1,1,1
62982.899999999994,1930.9,0,1,1,1,1
62538.4,214.59999999999997,0,1,1,1,1
62882.799999999996,597.9,0,1,1,1,1
63394.899999999994,185.7,0,1,1,1,1
62775.9,258.90000000000003,0,1,1,1,1
62694.200000000004,1521.6,0,1,1,1,1
63148.7,3059.4,0,1,1,1,1
62012.2,-1892.4999999999998,0,1,1,1,1
62328.4,1436.5,0,1,1,1,1
63279.5,-523.2,0,1,1,1,1
63123.7,837.8,0,1,1,1,1
63286.09999999999,734.3,0,1,1,1,1
62579.4,1168.1999999999998,0,1,1,1,1
62969.6,489.0000000000001,0,1,1,1,1
62992.899999999994,1963.1999999999998,0,1,1,1,1
63035.9,847.7,0,1,1,1,1
62368.7,1406.5,0,1,1,1,1
63169.2,1413.0,0,1,1,1,1
62616.0,1078.1,0,1,1,1,1
62447.700000000004,444.70000000000005,0,1,1,1,1
62654.799999999996,-1325.6999999999998,0,1,1,1,1
63066.40000000001,2233.6,0,1,1,1,1
62873.59999999999,1530.1000000000001,0,1,1,1,1
62559.0,1737.8000000000002,0,1,1,1,1
62958.0,-55.30000000000007,0,1,1,1,1
62663.9,-256.29999999999995,0,1,1,1,1
62823.5,166.9,0,1,1,1,1
62681.299999999996,272.3,0,1,1,1,1
62868.00000000001,-999.4000000000001,0,1,1,1,1
62428.2,3635.1,0,1,1,1,1
62459.1,963.2,0,1,1,1,1
63413.2,191.60000000000002,0,1,1,1,1
62742.49999999999,1156.4,0,1,1,1,1
62770.59999999999,890.1999999999999,0,1,1,1,1
62470.5,280.20000000000005,0,1,1,1,1
63119.2,-104.69999999999999,0,1,1,1,1
62725.5,969.0999999999999,0,1,1,1,1
62558.600000000006,2723.2,0,1,1,1,1
63072.09999999999,421.9,0,1,1,1,1
62625.700000000004,1708.3999999999999,0,1,1,1,1
62382.0,-2159.6,0,1,1,1,1
62761.6,407.9,0,1,1,1,1
62782.8,-2076.5,0,1,1,1,1
62994.200000000004,1593.4,0,1,1,1,1
62783.5,1235.6000000000001,0,1,1,1,1
62818.4,-470.99999999999994,0,1,1,1,1
62730.7,-126.70000000000005,0,1,1,1,1
62785.6,2241.5,0,1,1,1,1
62778.899999999994,4061.6000000000004,0,1,1,1,1
62762.3,1153.2,0,1,1,1,1
57734.00000000001,173.5,0,1,0,1,1
57073.299999999996,625.5999999999999,0,1,0,1,1
57963.600000000006,-293.40000000000003,0,1,0,1,1
57539.299999999996,-217.1,0,1,0,1,1
57455.50000000001,31.099999999999994,0,1,0,1,1
57676.9,306.4,0,1,0,1,1
57900.2,367.19999999999993,0,1,0,1,1
57917.2,-357.2,0,1,0,1,1
57655.5,349.6,0,1,0,1,1
58207.2,-416.9,0,1,0,1,1
57836.6,-127.4,0,1,0,1,1
57635.2,-672.8,0,1,0,1,1
57751.0,-577.4,0,1,0,1,1
57917.5,677.1,0,1,0,1,1
58072.0,252.4,0,1,0,1,1
57972.100000000006,-249.9,0,1,0,1,1
57389.1,-260.7,0,1,0,1,1
57722.0,136.49999999999997,0,1,0,1,1
57930.200000000004,-119.20000000000002,0,1,0,1,1
57768.799999999996,-451.5,0,1,0,1,1
57296.0,402.8,0,1,0,1,1
57759.9,-135.0,0,1,0,1,1
57926.700000000004,-81.30000000000001,0,1,0,1,1
58194.1,-124.3,0,1,0,1,1
57772.799999999996,-29.400000000000006,0,1,0,1,1
58491.4,321.6,0,1,0,1,1
58309.0,472.40000000000003,0,1,0,1,1
58067.299999999996,-89.49999999999997,0,1,0,1,1
57913.700000000004,75.1,0,1,0,1,1
58306.7,191.0,0,1,0,1,1
57524.0,339.6,0,1,0,1,1
57924.700000000004,343.59999999999997,0,1,0,1,1
58093.299999999996,-128.29999999999998,0,1,0,1,1
58119.99999999999,215.70000000000002,0,1,0,1,1
57682.0,-93.10000000000001,0,1,0,1,1
18203.600000000002,142.20000000000002,0,1,0,0,1
17483.8,-509.4,0,1,0,0,1
17853.7,19.400000000000006,0,1,0,0,1
17639.2,-126.5,0,1,0,0,1
17756.9,-314.1,0,1,0,0,1
17897.0,-174.5,0,1,0,0,1
17904.7,477.79999999999995,0,1,0,0,1
18032.7,155.0,0,1,0,0,1
18103.6,50.400000000000006,0,1,0,0,1
17874.2,-197.5,0,1,0,0,1
17405.0,108.50000000000003,0,1,0,0,1
17436.600000000002,-232.20000000000002,0,1,0,0,1
17409.9,87.30000000000001,0,1,0,0,1
17561.399999999998,-96.0,0,1,0,0,1
17623.600000000002,429.3,0,1,0,0,1
17586.2,25.400000000000006,0,1,0,0,1
17846.5,-80.4,0,1,0,0,1
17810.0,-284.40000000000003,0,1,0,0,1
17820.699999999997,-249.6,0,1,0,0,1
18425.199999999997,-288.4,0,1,0,0,1
18031.100000000002,116.80000000000001,0,1,0,0,1
17681.1,281.5,0,1,0,0,1
17615.2,-61.3,0,1,0,0,1
17771.699999999997,-259.70000000000005,0,1,0,0,1
17757.3,-107.5,0,1,0,0,1
17708.0,385.0,0,1,0,0,1
17636.600000000002,157.1,0,1,0,0,1
17462.2,-91.59999999999997,0,1,0,0,1
17560.1,263.9,0,1,0,0,1
18040.7,250.89999999999998,0,1,0,0,1
17523.0,202.0,0,1,0,0,1
18061.199999999997,-418.1,0,1,0,0,1
17957.4,-287.59999999999997,0,1,0,0,1
17752.1,-422.70000000000005,0,1,0,0,1
17571.2,-137.89999999999998,0,1,0,0,1
17939.0,231.60000000000002,0,1,0,0,1
18202.7,-77.5,0,1,0,0,1
17844.3,437.20000000000005,0,1,0,0,1
17984.199999999997,-361.20000000000005,0,1,0,0,1
17958.8,681.3,0,1,0,0,1
18176.2,407.1,0,1,0,0,1
18008.2,-570.3,0,1,0,0,1
17849.2,646.8,0,1,0,0,1
17903.6,-477.3,0,1,0,0,1
17595.7,294.80000000000007,0,1,0,0,1
18674.0,-392.3,0,1,0,0,1
18177.9,-260.3,0,1,0,0,1
17327.7,-459.2,0,1,0,0,1
17480.0,39.400000000000006,0,1,0,0,1
17572.4,329.1,0,1,0,0,1
17891.2,352.6,0,1,0,0,1
17673.7,-25.099999999999994,0,1,0,0,1
17608.8,285.40000000000003,0,1,0,0,1
17674.4,10.400000000000006,0,1,0,0,1
17482.1,-220.2,0,1,0,0,1
17953.7,401.09999999999997,0,1,0,0,1
17888.899999999998,-69.89999999999998,0,1,0,0,1
17843.3,-122.89999999999999,0,1,0,0,1
17826.3,14.099999999999994,0,1,0,0,1
17571.600000000002,-257.3,0,1,0,0,1
17983.199999999997,141.4,0,1,0,0,1
17444.6,79.1,0,1,0,0,1
17790.3,-311.7,0,1,0,0,1
17856.2,-360.2,0,1,0,0,1
17587.800000000003,449.9,0,1,0,0,1
17407.6,472.6,0,1,0,0,1
17880.100000000002,612.9,0,1,0,0,1
17755.6,-510.3,0,1,0,0,1
17777.600000000002,-318.5,0,1,0,0,1
17836.300000000003,125.9,0,1,0,0,1
17764.800000000003,56.19999999999999,0,1,0,0,1
17929.8,-103.89999999999999,0,1,0,0,1
18089.1,80.5,0,1,0,0,1
17680.0,667.0999999999999,0,1,0,0,1
17901.0,182.9,0,1,0,0,1
17646.7,-92.5,0,1,0,0,1
17962.600000000002,-33.79999999999998,0,1,0,0,1
17955.8,201.89999999999998,0,1,0,0,1
17861.899999999998,-118.3,0,1,0,0,1
17476.0,-24.399999999999977,0,1,0,0,1
17776.899999999998,381.9,0,1,0,0,1
17861.8,-318.0,0,1,0,0,1
17501.6,255.40000000000003,0,1,0,0,1
17664.199999999997,83.30000000000001,0,1,0,0,1
17871.399999999998,377.09999999999997,0,1,0,0,1
17294.899999999998,286.3,0,1,0,0,1
17637.399999999998,-109.00000000000003,0,1,0,0,1
17235.2,13.700000000000017,0,1,0,0,1
17403.3,220.9,0,1,0,0,1
17484.4,108.09999999999997,0,1,0,0,1
17895.8,-6.599999999999994,0,1,0,0,1
17992.7,-57.80000000000001,0,1,0,0,1
17936.100000000002,341.19999999999993,0,1,0,0,1
17930.2,-163.10000000000002,0,1,0,0,1
17926.9,195.70000000000002,0,1,0,0,1
18330.9,638.5,0,1,0,0,1
18309.9,-665.7,0,1,0,0,1
17582.4,208.29999999999998,0,1,0,0,1
17601.6,-197.3,0,1,0,0,1
17420.2,238.70000000000002,0,1,0,0,1
18431.7,31.400000000000006,0,1,0,0,1
17414.7,-65.80000000000001,0,1,0,0,1
17429.9,-170.8,0,1,0,0,1
17650.9,-79.80000000000001,0,1,0,0,1
18084.2,-382.6,0,1,0,0,1
17953.7,214.0,0,1,0,0,1
17757.0,-110.9,0,1,0,0,1
17747.2,-23.80000000000001,0,1,0,0,1
17786.6,-152.89999999999998,0,1,0,0,1
17680.2,220.8,0,1,0,0,1
17901.399999999998,-77.69999999999999,0,1,0,0,1
18328.899999999998,389.79999999999995,0,1,0,0,1
18121.0,-235.39999999999998,0,1,0,0,1
18053.600000000002,214.20000000000002,0,1,0,0,1
17664.2,-84.0,0,1,0,0,1
17590.899999999998,110.70000000000002,0,1,0,0,1
17552.0,380.2,0,1,0,0,1
18317.0,-349.0,0,1,0,0,1
17975.699999999997,-125.10000000000001,0,1,0,0,1
18031.7,110.70000000000002,0,1,0,0,1
17355.699999999997,-414.1,0,1,0,0,1
17574.899999999998,143.0,0,1,0,0,1
18152.3,552.8,0,1,0,0,1
17390.3,215.2,0,1,0,0,1
18165.7,-166.20000000000002,0,1,0,0,1
17864.3,-86.50000000000001,0,1,0,0,1
17843.6,-888.9000000000001,0,1,0,0,1
17912.2,43.39999999999998,0,1,0,0,1
17621.199999999997,-243.6,0,1,0,0,1
17490.5,-244.4,0,1,0,0,1
18350.4,-341.0,0,1,0,0,1
17852.0,-29.299999999999983,0,1,0,0,1
17646.100000000002,602.0,0,1,0,0,1
17914.2,-536.1,0,1,0,0,1
18287.600000000002,-360.0,0,1,0,0,1
17983.899999999998,205.6,0,1,0,0,1
17824.6,188.4,0,1,0,0,1
17279.300000000003,39.39999999999998,0,1,0,0,1
17666.7,58.900000000000006,0,1,0,0,1
17651.0,-137.4,0,1,0,0,1
17764.100000000002,631.3000000000001,0,1,0,0,1
17849.2,108.39999999999998,0,1,0,0,1
17855.6,-66.1,0,1,0,0,1
17797.3,-190.2,0,1,0,0,1
17617.9,-117.89999999999999,0,1,0,0,1
18069.399999999998,108.19999999999999,0,1,0,0,1
17901.2,-304.7,0,1,0,0,1
17858.2,69.0,0,1,0,0,1
17604.6,-327.6,0,1,0,0,1
18072.3,169.6,0,1,0,0,1
17366.5,358.99999999999994,0,1,0,0,1
17559.5,411.19999999999993,0,1,0,0,1
17610.699999999997,-106.0,0,1,0,0,1
17899.800000000003,121.0,0,1,0,0,1
18040.8,-118.60000000000001,0,1,0,0,1
18179.899999999998,-266.2,0,1,0,0,1
17668.199999999997,192.20000000000002,0,1,0,0,1
17854.2,311.4,0,1,0,0,1
17522.899999999998,-186.0,0,1,0,0,1
17854.3,-72.30000000000001,0,1,0,0,1
18113.100000000002,176.0,0,1,0,0,1
17485.6,-10.400000000000006,0,1,0,0,1
17380.3,-15.099999999999994,0,1,0,0,1
17901.699999999997,-80.79999999999998,0,1,0,0,1
17718.2,113.70000000000002,0,1,0,0,1
17712.800000000003,-106.20000000000002,0,1,0,0,1
18032.0,-301.9,0,1,0,0,1
18332.2,39.50000000000003,0,1,0,0,1
17529.899999999998,99.00000000000003,0,1,0,0,1
18067.1,346.9,0,1,0,0,1
17988.699999999997,225.0,0,1,0,0,1
18366.8,50.29999999999998,0,1,0,0,1
17125.1,35.5,0,1,0,0,1
17963.2,791.7,0,1,0,0,1
17913.399999999998,-266.8,0,1,0,0,1
18069.300000000003,532.5,0,1,0,0,1
17532.4,216.59999999999997,0,1,0,0,1
17597.7,355.0,0,1,0,0,1
17620.800000000003,-622.3,0,1,0,0,1
17727.5,-370.0,0,1,0,0,1
17844.0,-1022.9000000000001,0,1,0,0,1
17728.4,185.2,0,1,0,0,1
18009.7,-278.4,0,1,0,0,1
18366.1,-68.3,0,1,0,0,1
18259.6,-174.60000000000002,0,1,0,0,1
33812.8,-847.6,1,1,0,0,1
34387.3,-310.5,1,1,0,0,1
33609.4,-152.40000000000003,1,1,0,0,1
33720.299999999996,-428.20000000000005,1,1,0,0,1
34123.2,88.39999999999998,1,1,0,0,1
33309.200000000004,-89.0,1,1,0,0,1
33878.2,-633.2,1,1,0,0,1
33663.3,-221.7,1,1,0,0,1
33420.100000000006,-98.30000000000001,1,1,0,0,1
33882.299999999996,-719.4,1,1,0,0,1
33782.200000000004,447.40000000000003,1,1,0,0,1
34422.5,67.10000000000002,1,1,0,0,1
33490.700000000004,-311.6,1,1,0,0,1
33631.6,-592.7,1,1,0,0,1
33370.3,-100.30000000000001,1,1,0,0,1
33595.2,744.8999999999999,1,1,0,0,1
34706.9,-122.19999999999993,1,1,0,0,1
33374.8,243.80000000000007,1,1,0,0,1
33903.8,-427.59999999999997,1,1,0,0,1
33765.299999999996,-328.1,1,1,0,0,1
34146.7,-648.9000000000001,1,1,0,0,1
33471.5,-635.3,1,1,0,0,1
33832.40000000001,-600.4,1,1,0,0,1
33368.8,-305.90000000000003,1,1,0,0,1
33659.8,-148.89999999999992,1,1,0,0,1
33912.2,-236.59999999999997,1,1,0,0,1
33828.299999999996,17.799999999999955,1,1,0,0,1
33855.8,-1242.2,1,1,0,0,1
33477.2,-261.7,1,1,0,0,1
34083.5,-251.00000000000006,1,1,0,0,1
33805.700000000004,-744.5,1,1,0,0,1
33917.700000000004,-85.70000000000005,1,1,0,0,1
33808.0,-40.5,1,1,0,0,1
33865.8,-298.6,1,1,0,0,1
33997.700000000004,-7.800000000000011,1,1,0,0,1
34018.8,-73.19999999999999,1,1,0,0,1
34025.5,-353.5,1,1,0,0,1
33762.2,-126.80000000000001,1,1,0,0,1
33376.5,-829.5999999999999,1,1,0,0,1
33589.5,-248.49999999999997,1,1,0,0,1
33928.6,-280.19999999999993,1,1,0,0,1
33388.6,216.09999999999997,1,1,0,0,1
33587.200000000004,-335.40000000000003,1,1,0,0,1
33968.700000000004,-350.0,1,1,0,0,1
33310.0,-428.2,1,1,0,0,1
33910.4,199.40000000000003,1,1,0,0,1
33677.7,14.599999999999966,1,1,0,0,1
33939.0,-218.90000000000003,1,1,0,0,1
33466.700000000004,-453.8,1,1,0,0,1
33872.100000000006,-38.49999999999994,1,1,0,0,1
34095.1,-318.5,1,1,0,0,1
33417.4,-205.89999999999998,1,1,0,0,1
34002.1,-635.1,1,1,0,0,1
33846.4,-173.49999999999997,1,1,0,0,1
